col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23
167286,2024년 서울지역 중소기업 지원사업 설명회 개최,행사ㆍ네트워크,서울특별시,전체,전체,2024-01-04 ~ 2024-01-11 14:00,전체,서울지방중소벤처기업청,공공기관,지역정책과,,"서울지방중소벤처기업청에서 우리부 지원사업에 대한 인지도 및 참여율 제고를 위한
「2024년 서울지역 중소기업 지원사업 설명회」를 개최합니다.
창업벤처, 자금·보증, R&;D, 수출 등 분야별 지원사업의 주요내용 및 '24년 변경되는 사항 등을 안내하고.
분야별 1:1 상담 또한 진행할 예정입니다.
관심있는 기업들의 많은 참여 바랍니다.",2024년 1월 4일,서울지방중소벤처기업청,2024.01.04(목) 15:00 ~ 2024.01.11(목) 14:00 까지,,,,,별도 신청없이 현장참석,중소벤처기업부 지원사업에 관심있는 누구나,
167282,2024년 제1차 (재)여성기업종합지원센터 경기센터 입주기업 모집 공고,시설ㆍ공간ㆍ보육,경기도,"대학생, 일반인, 대학, 연구기관, 일반기업, 1인 창조기업","만 20세 이상 ~ 만 39세 이하, 만 40세 이상",2024-01-04 ~ 2024-01-25 18:00,"예비창업자, 1년미만, 2년미만, 3년미만",(재)여성기업종합지원센터 경기센터,민간,경기센터,경기센터 공고 제2024-01호,(재)여성기업종합지원센터 경기센터에서는 창의적이고 우수한 예비 및 초기 여성창업기업의 성장 지원을 위하여 다음과 같이 입주기업을 모집합니다.,2024년 1월 4일,(재)여성기업종합지원센터 경기센터,2024.01.04(목) 16:00 ~ 2024.01.25(목) 18:00 까지,,"[16393]경기도 수원시 권선구 금곡로212번길 25,  광일프라자 6층  &#40;재&#41;여성기업종합지원센터 경기센터",,,,「여성기업지원에관한법률」제2조에 의한 여성기업으로 창업 3년 미만의 여성기업 또는 예비 여성 창업자,"- 금융기관의 신용불량거래자
- 국세, 지방세 체납자 및 기타 정부지원사업 부적격자
- 중소기업창업지원법 시행령 제4조(창업에서 제외되는 업종)에 해당되는 경우
- 기타 재단 운영요령 및 센터 추진목적에 부적합한 경우 등"
167287,e-business 기업전문가 창업과정 교육생 모집 공고,창업교육,대구광역시,일반인,"만 20세 이상 ~ 만 39세 이하, 만 40세 이상",2024-01-02 ~ 2024-02-25 23:59,예비창업자,달구벌여성인력개발센터,민간,행정지원팀,,"대구달서여성새로일하기센터는 대구 지역의 여성 (예비)창업자 및 여성 대상으로 역량강화교육을 통한 성공적인 창업을 위해 
「e-business 기업전문가 창업과정」 교육생을 모집하오니 많은 참여 바랍니다.
",2024년 1월 4일,달구벌여성인력개발센터,2024.01.02(화) 00:00 ~ 2024.02.25(일) 23:59 까지,대구광역시 서구 달구벌대로 337길 9&#40;내당동&#41; 달구벌여성인력개발센터 2층,,,https://www.dgbwcenter.or.kr/shop/item.php?it_id=1557796616,,공고일 기준 대구지역여성 중 예비 창업자 또는 여성 구직자,
167277,뉴본벤처스 1월 IR멘토링데이 - 심사역과 함께하는 1:1 무료 IR멘토링 시간,멘토링ㆍ컨설팅ㆍ교육,전국,"대학생, 일반인, 대학, 연구기관, 일반기업",전체,2024-01-03 ~ 2024-01-12 23:59,"예비창업자, 3년미만",주식회사 뉴본벤처스,민간,경영지원본부,,"2021년에 설립된 뉴본벤처스는 우수한 기술력과 혁신성을 보유한 국내 스타트업, 중소기업을 발굴하고 전문적인 교육과정과 초기창업자금(투자지원) 등의 임무를 수행하는 창업기획자(액셀러레이터)입니다. 초기 스타트업의 투자유치에 대한 어려움을 해소하고 유망한 초기 기업을 발굴하기 위해 매달 「뉴본벤처스 IR 멘토링데이」를 개최하오니, 관심있는 기업들의 많은 참가를 바랍니다.",2024년 1월 3일,주식회사 뉴본벤처스,2024.01.03(수) 00:00 ~ 2024.01.12(금) 23:59 까지,,,,https://nbv.co.kr/notice/detail?id=31,,예비창업자 또는 업력 3년 이내 초기창업자,
167294,"2024년 초격차 스타트업 1000+ 프로젝트 민간검증 트랙 대,중견기업 추천 안내",사업화,전국,일반기업,전체,2024-01-11 ~ 2024-01-24 23:59,10년미만,창업진흥원,공공기관,혁신창업실,창업진흥원 공고 제2024-001호,초격차 분야 유망기업의 혁신성장을 지원하고 우수 창업기업을 발굴하기 위해 '초격차 스타트업 1000+ 프로젝트' 민간검증 트랙에 대해 안내드리오니 국내외 대중견기업의 많은 관심과 참여 바랍니다.,2024년 1월 10일,창업진흥원장,2024.01.11(목) 09:00 ~ 2024.01.24(수) 23:59 까지,,,,,,"1. 참가대상 : 스타트업 육성 프로그램 운영 및 스타트업과의 협업 등 자격요건을 충족하는 국내외 대중견기업
2. 추천 스타트업 요건 : 초격차 분야(7개)에 해당되고, 추천 스타트업 요건에 해당되는, 창업 후 10년 이내 기업
(자세한 내용은 공고문 참조)",
167309,2024년 민관협력 오픈이노베이션 지원사업 Top-Down 및 Bottom-Up 협업과제 및 수요기업 모집 공고,행사ㆍ네트워크,전국,일반기업,전체,2024-01-08 ~ 2024-02-23 16:00,"예비창업자, 1년미만, 2년미만, 3년미만, 5년미만, 7년미만",창업진흥원,공공기관,민관협력창업실,공고 제2024-13호,"2024년 민관협력 오픈이노베이션 지원사업의 문제해결형(Top-Down)과 자율제안형(Bottom-Up)의 협업과제·수요기업을 모집하오니 스타트업과 전략적 협업을 희망하는 대,중견기업, 공공기관에서는 아래에 따라 신청하기 바랍니다.",2024년 1월 5일,중소벤처기업부,2024.01.08(월) 11:00 ~ 2024.02.23(금) 16:00 까지,,,,,,"대,중견기업, 공공기관",
167308,2024년 민관협력 오픈이노베이션 지원사업 주관기관 모집공고,행사ㆍ네트워크,전국,일반기업,전체,2024-01-05 ~ 2024-01-22 16:00,전체,창업진흥원,공공기관,민관협력창업실,중소벤처기업부 공고 제2024-14호,기업-스타트업 간 호혜적 협업이 가능한 민관협력의 오픈이노베이션 생태계 구축과 스타트업 주도의 생태계 활성화를 위한 민관협력 오픈이노베이션 지원사업(Top-Down / Bottom-Up) 주관기관을 다음과 같이 모집 공고합니다.,2024년 1월 5일,중소벤처기업부 장관,2024.01.05(금) 00:00 ~ 2024.01.22(월) 16:00 까지,,,,https://www.k-startup.go.kr/web/contents/webPMSBizUnvs.do?returnUrl=/screen/BMO0101M01?pbancId=0559101,,"전국 19개 창경센터 中, '24년 민관협력 오픈이노베이션 Top-Down, Bottom-Up 트랙 운영을 희망하는 기관
※ 신청자격 세부내용은 첨부된 모집공고 필히 참조",제외대상 세부내용은 첨부된 모집공고 필히 참조
167288,2024년도 에코스타트업 지원사업 예비창업자‧창업기업 모집 공고,사업화,전국,전체,전체,2024-01-15 ~ 2024-01-31 18:00,"예비창업자, 7년미만",한국환경산업기술원,공공기관,창업사업화실,한국환경산업기술원 공고 제2023-138호," 녹색산업분야 혁신적인 창업 아이템이 있는 예비창업자와 유망 기술을 보유한 창업기업, 성장창업기업을 발굴‧지원하고자, 『2024년도 에코스타트업 지원사업』을 다음과 같이 공고합니다. ",2023년 12월 27일,한국환경산업기술원,2024.01.15(월) 09:00 ~ 2024.01.31(수) 18:00 까지,,,,https://www.eco-startup.kr,,"녹색산업분야* 예비창업자, 창업기업, 성장창업기업
* (정의) 「환경기술 및 환경산업 지원법」 제2조제3호에 따른 환경산업 또는 「녹색융합클러스터의 조성 및 육성에 관한 법률」 제5조에 따른 녹색산업(덧붙임 12 참조)

 ◦ (예비창업자) 공고일 기준으로 사업자등록(법인·개인사업자)을 하지 않은 개인으로서 협약기간(협약체결일~‘24.9월 예정) 내 녹색산업분야로 창업하여 창업기업의 대표자(공동대표자 포함)가 될 계획이 있는 사람
 ◦ (창업기업) 공고일 기준으로 7년 이내 창업(’16.12.27~‘23.12.27)한 기업으로 녹색산업분야에 이미 진출해 있거나 협약기간(협약체결일~‘24.9월 예정) 내 진출할 계획이 있는 법인사업자 또는 개인사업자
    ※ 법인사업자는 법인등기부등본 ‘회사성립연월일’, 개인사업자는 사업자등록증 ‘개업연월일’ 기준
 ◦ (성장창업기업) 공고일 기준으로 7년 이내 창업(’16.12.27~’23.12.27)한 기업으로 기투자유치 받은 금액이 10억 이상, 100억 미만이면서 녹색산업분야에 이미 진출해 있거나 협약기간(협약체결일~‘24.9월 예정)내 진출할 계획이 있는 법인사업자
    ※ 법인사업자는 법인등기부등본 ‘회사성립연월일’",※ 한국환경산업협회(www.keia.kr)에서 추진 중인 “업사이클(새활용) 분야”는 제외
167290,2024년 광주「IP기반 해외진출지원(글로벌IP스타기업)」 모집 공고,사업화,광주광역시,일반기업,전체,2024-01-05 ~ 2024-02-15 18:00,전체,한국발명진흥회 광주지부,공공기관,광주지식재산센터,24.Jan,"  「2024년도 IP기반 해외진출지원(글로벌IP스타기업)사업」을 다음과 같이 공고하오니, 동 사업에 참여를 원하는 기업은 아래에 따라 신청하여 주시기 바랍니다.

※ 2023년부터 기존의 ‘글로벌 IP스타기업육성사업’이 ‘IP기반 해외진출지원사업’으로 사업명이 변경 운영됩니다. 기존의 사업 운영 방식과 동일하오니, 이점 참고해 주시기 바랍니다. ",2024년 1월 5일,한국발명진흥회광주지부(광주지식재산센터),2024.01.05(금) 09:00 ~ 2024.02.15(목) 18:00 까지,,,,www.ripc.org/pms,,"- 수출(예정) 중소기업(본사 소재지를 기준으로 해당 지역지식재산센터 신청)
",  ※ 선정 이후 본사 소재지 이전 기업의 경우 지원 중단
167293,2024년 경기 스타트업 랩(수원) 입주기업 신규 모집(기간연장),시설ㆍ공간ㆍ보육,전국,전체,전체,2024-01-05 ~ 2024-01-15 13:00,3년미만,(재)경기도경제과학진흥원,공공기관,스타트업인프라팀,,"경기도경제과학진흥원은 4차산업 전략분야(AI, 로봇·드론) 대해 다각적이고 체계적인 지원을 통하여 우수 벤처기업을 육성하고자 아래와 같이 입주기업을 모집하오니 많은 참여 바랍니다.",2024년 1월 5일,경기도경제과학진흥원,2024.01.05(금) 00:00 ~ 2024.01.15(월) 13:00 까지,,,,https://www.gsp.or.kr/supportProject/UVSD0001.do?sportSeq=5102,,"창업 1년 이상 ~ 3년 미만 기업 *최초공고일 기준

- 입주기업 : 2020년 12월 5일 이후 ~ 2022년 12월 4일 이전 창업기업
- 입주분야 : AI, 로봇,드론 ","· 공해유발기업 등 직접시설에 부적합하다고 인정되는 기업 등
* 자세한 내용은 붙임파일 참조"
167284,2024 아트코리아랩 비즈센터(컨설팅) 운영 안내,멘토링ㆍ컨설팅ㆍ교육,전국,전체,전체,2024-01-04 ~ 2024-01-31 18:00,전체,씨엔티테크(주),민간,스타트업액셀러레이팅팀,,2024 아트코리아랩 비즈센터 운영 안내를 다음과 같이 공고하오니 참여를 희망하는 분들께서는 안내에 따라 신청 해주시기 바랍니다.,2023년 12월 18일,씨엔티테크(주),2024.01.04(목) 09:00 ~ 2024.01.31(수) 18:00 까지,,,,https://link.inpock.co.kr/artkorealab,,"예술인(단체), 예술기업, 예술분야 예비창업자 및 예술학부 학생, 일반인 등",
167301,"[모집] 창업패키지 선정팀 가능 / 업무공간, 홍보 마케팅, 개발 및 서버, 입주비용 부분지원 필요한 기업 모집공고",시설ㆍ공간ㆍ보육,전국,"대학생, 일반인, 대학, 연구기관, 일반기업, 1인 창조기업","만 20세 이상 ~ 만 39세 이하, 만 40세 이상",2024-01-04 ~ 2024-01-11 15:00,전체,글로벌벤처센터,민간,창업지원부,,"강남 지역의 글로벌벤처센터에서 우수한 중소기업을 모집합니다.

창업패키지 (예비창업패키지, 재도전패키지, 초기창업패키지) 선정팀도 입주가 가능합니다. 

홍보가 필요한 입주 기업에게는 구글 키워드 광고 마케팅을 지원합니다.

마케팅이 필요한 기업에게 연간 2000만원 ~ 연간 1억원 내외의 검색 포털 구글 키워드 광고비를 투자 또는 비용감면 방식으로 지원해 드립니다.

우수 중소기업에게 추가적인 다양한 사업화 지원이 제공됩니다. 멘토에게 사업 전략에 대한 심층적인 자문을 받을 수 있습니다.

모집 기간중에 지원이 마감되는 경우 조기에 마감될 수 있고 중간에 공고가 마감될 수 있습니다.

구글 키워드 광고비 또는 AWS 서버 또는 MS Office 365, Adobe Creative Cloud All Apps, 구글 G Suite 를 당 센터를 통해서

이용시 혜택이 지원됩니다.",2024년 1월 5일,글로벌벤처센터,2024.01.04(목) 14:00 ~ 2024.01.11(목) 15:00 까지,,,,https://www.synapoffice.com/@e683O,,"예비창업자, 창업기업, 중소기업, 대학생 등 창업 준비중인 사람
창업패키지 (예비창업패키지, 재도전패키지, 초기창업패키지) 선정팀 우선 선정",
167259,[강동구 청년해냄센터] 취약분야 상시 컨설팅 1월 참가자 모집 공고,멘토링ㆍ컨설팅ㆍ교육,전국,전체,전체,2023-12-30 ~ 2024-01-30 23:59,전체,강동구 청년해냄센터,공공기관,운영사무실,,강동구 청년해냄센터에서 취약분야 상시 컨설팅 계획을 다음과 같이 공고하오니 참여 희망자는 안내에 따라 신청하시기 바랍니다.,2023년 12월 29일,강동구 청년해냄센터,2023.12.30(토) 00:00 ~ 2024.01.30(화) 23:59 까지,,,,http://xn--5h5b91jgi16d91kile.com/?c=169,,"예비창업자 및 기창업자
(지역 및 연령 무관)",
167300,24년 1월 스타트업 언론 홍보 지원사업 참가사 2분기 모집 공고,사업화,전국,전체,전체,2024-01-16 ~ 2024-01-31 23:59,3년미만,스타트업데일리,민간,취재부,공고 제 2024-1호-2,스타트업 전문 매체 『스타트업데일리』에서 홍보에 어려움을 겪는 예비창업자/스타트업의 홍보 지원을 위해 다음과 같이 공고하오니 많은 참여 바랍니다.,2024년 1월 16일,스타트업데일리,2024.01.16(화) 10:00 ~ 2024.01.31(수) 23:59 까지,,,,,,"1. 예비창업자
2. 창업 3년 이내 초기 기업","1. 이미 배포된 보도자료(중복)·동일한 내용으로 재보도(반복) 배포 불가
2. 단순 제품 홍보(건강기능식품, 화장품 등), 프로모션 홍보 등 과도한 광고성 문안 게재 불가"
